species,observation_id,observation_url,photo_id,photo_url_original,licence,attribution,observer_login,observer_name,observed_on,place_guess,quality_grade,obscured,latitude,longitude,width,height,downloaded,file,size_obtained
Cyrtosperma merkusii,260696470,https://www.inaturalist.org/observations/260696470,468217215,https://inaturalist-open-data.s3.amazonaws.com/photos/468217215/original.jpeg,cc-by-nc,"(c) Danny Siwek, some rights reserved (CC BY-NC)",siwek,Danny Siwek,2025-02-05,"Central Catchment, North, SG",needs_id,False,1.3550760923,103.8078094181,2048,1536,yes,merkusii/inat-260696470-468217215-siwek.jpg,original
Cyrtosperma merkusii,260696470,https://www.inaturalist.org/observations/260696470,468217221,https://inaturalist-open-data.s3.amazonaws.com/photos/468217221/original.jpeg,cc-by-nc,"(c) Danny Siwek, some rights reserved (CC BY-NC)",siwek,Danny Siwek,2025-02-05,"Central Catchment, North, SG",needs_id,False,1.3550760923,103.8078094181,1536,2048,yes,merkusii/inat-260696470-468217221-siwek.jpg,original
Cyrtosperma,260884389,https://www.inaturalist.org/observations/260884389,468588148,https://inaturalist-open-data.s3.amazonaws.com/photos/468588148/original.jpg,cc-by-nc,"(c) Rachel Darlington, some rights reserved (CC BY-NC)",douentza,Rachel Darlington,2024-02-10,"Kinabatangan River, Sabah, Malaysia",needs_id,False,5.5983488985,118.1706052199,2048,1365,yes,sp/inat-260884389-468588148-douentza.jpg,original
Cyrtosperma merkusii,261321274,https://www.inaturalist.org/observations/261321274,469454701,https://inaturalist-open-data.s3.amazonaws.com/photos/469454701/original.jpeg,cc-by,"(c) insect ID, some rights reserved (CC BY)",bykovskii,insect ID,2025-02-11,"Кабаюган, Пуэрто-Принцеса, Палаван, Филиппины",research,False,10.125825,118.8587083333,921,2048,yes,merkusii/inat-261321274-469454701-bykovskii.jpg,original
Cyrtosperma merkusii,261321274,https://www.inaturalist.org/observations/261321274,469454720,https://inaturalist-open-data.s3.amazonaws.com/photos/469454720/original.jpeg,cc-by,"(c) insect ID, some rights reserved (CC BY)",bykovskii,insect ID,2025-02-11,"Кабаюган, Пуэрто-Принцеса, Палаван, Филиппины",research,False,10.125825,118.8587083333,921,2048,yes,merkusii/inat-261321274-469454720-bykovskii.jpg,original
Cyrtosperma merkusii,262277636,https://www.inaturalist.org/observations/262277636,471195639,https://inaturalist-open-data.s3.amazonaws.com/photos/471195639/original.jpeg,cc-by-nc-sa,"(c) Véronique, some rights reserved (CC BY-NC-SA)",veronique-t,Véronique,2017-10-13,"Paea, Polynésie française",research,False,-17.7447363262,-149.5672672614,1536,1536,yes,merkusii/inat-262277636-471195639-veronique-t.jpg,original
Cyrtosperma merkusii,263035609,https://www.inaturalist.org/observations/263035609,472864909,https://static.inaturalist.org/photos/472864909/original.jpeg,all rights reserved,"(c) Emars Astete, all rights reserved",emars1,Emars Astete,2025-02-25,Wone,casual,False,6.8104017035,158.2415147871,1280,1280,yes,merkusii/inat-263035609-472864909-emars1.jpg,original
Cyrtosperma merkusii,263240492,https://www.inaturalist.org/observations/263240492,472875083,https://static.inaturalist.org/photos/472875083/original.jpg,all rights reserved,"(c) Hercly Laiuyepiy, all rights reserved",hercly,Hercly Laiuyepiy,2025-02-27,FM,casual,False,6.9094966714,158.1567083333,1536,2048,yes,merkusii/inat-263240492-472875083-hercly.jpg,original
Cyrtosperma merkusii,263268307,https://www.inaturalist.org/observations/263268307,472945136,https://inaturalist-open-data.s3.amazonaws.com/photos/472945136/original.jpeg,cc-by-nc,"(c) Cassandra Lace Jones, some rights reserved (CC BY-NC)",cassandraljones,Cassandra Lace Jones,2025-02-27,"W564+6VM, Palikir, Pohnpei, Micronesia",casual,False,6.9096429694,158.1567006558,1536,2048,yes,merkusii/inat-263268307-472945136-cassandraljones.jpg,original
Cyrtosperma merkusii,263278926,https://www.inaturalist.org/observations/263278926,472950319,https://static.inaturalist.org/photos/472950319/original.jpg,all rights reserved,"(c) Fiona Ilesiuyalo, all rights reserved",fionailesiuyalo21,Fiona Ilesiuyalo,2025-02-27,FM,casual,False,6.9095083333,158.1566778333,1536,2048,yes,merkusii/inat-263278926-472950319-fionailesiuyalo21.jpg,original
Cyrtosperma,263714841,https://www.inaturalist.org/observations/263714841,473806181,https://inaturalist-open-data.s3.amazonaws.com/photos/473806181/original.jpg,cc-by-nc,"(c) Dilyanged, some rights reserved (CC BY-NC)",dilyanged,Dilyanged,2025-02-27,"Palau, PW",needs_id,False,7.2582883333,134.442245,1536,2048,yes,sp/inat-263714841-473806181-dilyanged.jpg,original
Cyrtosperma,263714841,https://www.inaturalist.org/observations/263714841,473806208,https://inaturalist-open-data.s3.amazonaws.com/photos/473806208/original.jpg,cc-by-nc,"(c) Dilyanged, some rights reserved (CC BY-NC)",dilyanged,Dilyanged,2025-02-27,"Palau, PW",needs_id,False,7.2582883333,134.442245,1536,2048,yes,sp/inat-263714841-473806208-dilyanged.jpg,original
Cyrtosperma,263714841,https://www.inaturalist.org/observations/263714841,473806219,https://inaturalist-open-data.s3.amazonaws.com/photos/473806219/original.jpg,cc-by-nc,"(c) Dilyanged, some rights reserved (CC BY-NC)",dilyanged,Dilyanged,2025-02-27,"Palau, PW",needs_id,False,7.2582883333,134.442245,1536,2048,yes,sp/inat-263714841-473806219-dilyanged.jpg,original
Cyrtosperma,263714841,https://www.inaturalist.org/observations/263714841,473806239,https://inaturalist-open-data.s3.amazonaws.com/photos/473806239/original.jpg,cc-by-nc,"(c) Dilyanged, some rights reserved (CC BY-NC)",dilyanged,Dilyanged,2025-02-27,"Palau, PW",needs_id,False,7.2582883333,134.442245,1536,2048,yes,sp/inat-263714841-473806239-dilyanged.jpg,original
Cyrtosperma merkusii,267149885,https://www.inaturalist.org/observations/267149885,480058427,https://inaturalist-open-data.s3.amazonaws.com/photos/480058427/original.jpg,cc-by-nc,"(c) yukipani03, some rights reserved (CC BY-NC)",yukipani03,,2025-03-19,"Sarawak, MY",research,True,1.5288417014,110.3648433643,2048,1536,yes,merkusii/inat-267149885-480058427-yukipani03.jpg,original
Cyrtosperma merkusii,267149885,https://www.inaturalist.org/observations/267149885,480058453,https://inaturalist-open-data.s3.amazonaws.com/photos/480058453/original.jpg,cc-by-nc,"(c) yukipani03, some rights reserved (CC BY-NC)",yukipani03,,2025-03-19,"Sarawak, MY",research,True,1.5288417014,110.3648433643,2048,1536,yes,merkusii/inat-267149885-480058453-yukipani03.jpg,original
Cyrtosperma giganteum,267486281,https://www.inaturalist.org/observations/267486281,480704549,https://inaturalist-open-data.s3.amazonaws.com/photos/480704549/original.jpeg,cc-by-nc,"(c) flora and fauna of papua indonesia, some rights reserved (CC BY-NC)",mico9597,flora and fauna of papua indonesia,,"Kadun Jaya, Kec. Mimika Tim., Kabupaten Mimika, Papua, Indonesia",casual,False,-4.6629272036,136.7349148169,904,1586,yes,giganteum/inat-267486281-480704549-mico9597.jpg,original
Cyrtosperma giganteum,267486281,https://www.inaturalist.org/observations/267486281,480704565,https://inaturalist-open-data.s3.amazonaws.com/photos/480704565/original.jpeg,cc-by-nc,"(c) flora and fauna of papua indonesia, some rights reserved (CC BY-NC)",mico9597,flora and fauna of papua indonesia,,"Kadun Jaya, Kec. Mimika Tim., Kabupaten Mimika, Papua, Indonesia",casual,False,-4.6629272036,136.7349148169,1536,2048,yes,giganteum/inat-267486281-480704565-mico9597.jpg,original
Cyrtosperma johnstonii,271451974,https://www.inaturalist.org/observations/271451974,488283870,https://inaturalist-open-data.s3.amazonaws.com/photos/488283870/original.jpeg,cc-by-nc,"(c) Alexander M Duggie, some rights reserved (CC BY-NC)",amduggie,Alexander M Duggie,2025-04-19,"Tanglin, Singapore",casual,False,1.3108724,103.8152601997,2048,1153,yes,johnstonii/inat-271451974-488283870-amduggie.jpg,original
Cyrtosperma johnstonii,271451974,https://www.inaturalist.org/observations/271451974,488283922,https://inaturalist-open-data.s3.amazonaws.com/photos/488283922/original.jpeg,cc-by-nc,"(c) Alexander M Duggie, some rights reserved (CC BY-NC)",amduggie,Alexander M Duggie,2025-04-19,"Tanglin, Singapore",casual,False,1.3108724,103.8152601997,2048,1153,yes,johnstonii/inat-271451974-488283922-amduggie.jpg,original
Cyrtosperma johnstonii,271451974,https://www.inaturalist.org/observations/271451974,488283970,https://inaturalist-open-data.s3.amazonaws.com/photos/488283970/original.jpeg,cc-by-nc,"(c) Alexander M Duggie, some rights reserved (CC BY-NC)",amduggie,Alexander M Duggie,2025-04-19,"Tanglin, Singapore",casual,False,1.3108724,103.8152601997,2048,1153,yes,johnstonii/inat-271451974-488283970-amduggie.jpg,original
Cyrtosperma,272852163,https://www.inaturalist.org/observations/272852163,490888753,https://static.inaturalist.org/photos/490888753/original.jpeg,all rights reserved,"(c) Elijah Montecillo, all rights reserved",elijah17053,Elijah Montecillo,2025-04-25,"HW6H+5RQ, Nabunturan, Davao de Oro, Philippines",casual,False,7.56019945,125.92886753,1536,2048,yes,sp/inat-272852163-490888753-elijah17053.jpg,original
Cyrtosperma johnstonii,273690463,https://www.inaturalist.org/observations/273690463,492195488,https://inaturalist-open-data.s3.amazonaws.com/photos/492195488/original.jpeg,cc-by-nc,"(c) lguchrmo_rustomamante, some rights reserved (CC BY-NC)",lguchrmo_rustomamante,lguchrmo_rustomamante,2025-04-25,Busaon,needs_id,False,7.3642431405,125.7788969949,924,2048,yes,johnstonii/inat-273690463-492195488-lguchrmo-rustomamante.jpg,original
Cyrtosperma,274513629,https://www.inaturalist.org/observations/274513629,493457879,https://inaturalist-open-data.s3.amazonaws.com/photos/493457879/original.jpg,cc-by,"(c) Vreni Gem O. Caasi, some rights reserved (CC BY)",caseyfication,Vreni Gem O. Caasi,2025-04-27,"Tagum, Davao del Norte, Philippines",needs_id,False,7.4722503868,125.8312744922,1536,2048,yes,sp/inat-274513629-493457879-caseyfication.jpg,original
Cyrtosperma hambalii,279464995,https://www.inaturalist.org/observations/279464995,501844145,https://static.inaturalist.org/photos/501844145/original.jpeg,all rights reserved,"(c) Dwi Suratman, all rights reserved",dwisuratman,Dwi Suratman,2025-05-08,"38HM+6HR, Klablim, Distrik Sorong Timur, Kota Sorong, Papua Bar. 98414, Indonesia",research,False,-0.9211527778,131.3343194444,1536,2048,yes,hambalii/inat-279464995-501844145-dwisuratman.jpg,original
Cyrtosperma hambalii,279464995,https://www.inaturalist.org/observations/279464995,501844223,https://static.inaturalist.org/photos/501844223/original.jpeg,all rights reserved,"(c) Dwi Suratman, all rights reserved",dwisuratman,Dwi Suratman,2025-05-08,"38HM+6HR, Klablim, Distrik Sorong Timur, Kota Sorong, Papua Bar. 98414, Indonesia",research,False,-0.9211527778,131.3343194444,1536,2048,yes,hambalii/inat-279464995-501844223-dwisuratman.jpg,original
Cyrtosperma hambalii,279468358,https://www.inaturalist.org/observations/279468358,501849940,https://inaturalist-open-data.s3.amazonaws.com/photos/501849940/original.jpg,cc-by-nc-sa,"(c) Yanuar Ishaq Dc, some rights reserved (CC BY-NC-SA)",yanuar_idc,Yanuar Ishaq Dc,2025-05-08,"Sorong Timur, Sorong, West Papua, ID",research,False,-0.918895,131.3394783333,1152,2048,yes,hambalii/inat-279468358-501849940-yanuar-idc.jpg,original
Cyrtosperma hambalii,279468358,https://www.inaturalist.org/observations/279468358,501850069,https://inaturalist-open-data.s3.amazonaws.com/photos/501850069/original.jpg,cc-by-nc-sa,"(c) Yanuar Ishaq Dc, some rights reserved (CC BY-NC-SA)",yanuar_idc,Yanuar Ishaq Dc,2025-05-08,"Sorong Timur, Sorong, West Papua, ID",research,False,-0.918895,131.3394783333,1152,2048,yes,hambalii/inat-279468358-501850069-yanuar-idc.jpg,original
Cyrtosperma hambalii,279468358,https://www.inaturalist.org/observations/279468358,501850118,https://inaturalist-open-data.s3.amazonaws.com/photos/501850118/original.jpg,cc-by-nc-sa,"(c) Yanuar Ishaq Dc, some rights reserved (CC BY-NC-SA)",yanuar_idc,Yanuar Ishaq Dc,2025-05-08,"Sorong Timur, Sorong, West Papua, ID",research,False,-0.918895,131.3394783333,1152,2048,yes,hambalii/inat-279468358-501850118-yanuar-idc.jpg,original
Cyrtosperma hambalii,279468358,https://www.inaturalist.org/observations/279468358,501850182,https://inaturalist-open-data.s3.amazonaws.com/photos/501850182/original.jpg,cc-by-nc-sa,"(c) Yanuar Ishaq Dc, some rights reserved (CC BY-NC-SA)",yanuar_idc,Yanuar Ishaq Dc,2025-05-08,"Sorong Timur, Sorong, West Papua, ID",research,False,-0.918895,131.3394783333,1152,2048,yes,hambalii/inat-279468358-501850182-yanuar-idc.jpg,original
Cyrtosperma hambalii,279468358,https://www.inaturalist.org/observations/279468358,501850238,https://inaturalist-open-data.s3.amazonaws.com/photos/501850238/original.jpg,cc-by-nc-sa,"(c) Yanuar Ishaq Dc, some rights reserved (CC BY-NC-SA)",yanuar_idc,Yanuar Ishaq Dc,2025-05-08,"Sorong Timur, Sorong, West Papua, ID",research,False,-0.918895,131.3394783333,1152,2048,yes,hambalii/inat-279468358-501850238-yanuar-idc.jpg,original
Cyrtosperma hambalii,279468358,https://www.inaturalist.org/observations/279468358,501850283,https://inaturalist-open-data.s3.amazonaws.com/photos/501850283/original.jpg,cc-by-nc-sa,"(c) Yanuar Ishaq Dc, some rights reserved (CC BY-NC-SA)",yanuar_idc,Yanuar Ishaq Dc,2025-05-08,"Sorong Timur, Sorong, West Papua, ID",research,False,-0.918895,131.3394783333,1152,2048,yes,hambalii/inat-279468358-501850283-yanuar-idc.jpg,original
Cyrtosperma merkusii,289484846,https://www.inaturalist.org/observations/289484846,520681116,https://inaturalist-open-data.s3.amazonaws.com/photos/520681116/original.jpg,cc-by,"(c) Ong Jyh Seng, some rights reserved (CC BY)",ongzi,Ong Jyh Seng,2025-06-14,"WJQV+36, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia",research,False,2.9382638889,101.6421027778,2048,1536,yes,merkusii/inat-289484846-520681116-ongzi.jpg,original
Cyrtosperma carrii,290257769,https://www.inaturalist.org/observations/290257769,522136316,https://inaturalist-open-data.s3.amazonaws.com/photos/522136316/original.jpg,cc-by-nc,"(c) johnpaulhouston, some rights reserved (CC BY-NC)",johnpaulhouston,,2025-06-07,"Koiari Rural LLG, Central Province, Papua New Guinea",research,False,-9.4658276278,147.5044815615,432,960,yes,carrii/inat-290257769-522136316-johnpaulhouston.jpg,original
Cyrtosperma carrii,290257769,https://www.inaturalist.org/observations/290257769,522136345,https://inaturalist-open-data.s3.amazonaws.com/photos/522136345/original.jpg,cc-by-nc,"(c) johnpaulhouston, some rights reserved (CC BY-NC)",johnpaulhouston,,2025-06-07,"Koiari Rural LLG, Central Province, Papua New Guinea",research,False,-9.4658276278,147.5044815615,809,1080,yes,carrii/inat-290257769-522136345-johnpaulhouston.jpg,original
Cyrtosperma,292398807,https://www.inaturalist.org/observations/292398807,526182504,https://inaturalist-open-data.s3.amazonaws.com/photos/526182504/original.jpg,cc-by-nc,"(c) Ibnu Zaki, some rights reserved (CC BY-NC)",ibnu_fatieh_nurzakki,Ibnu Zaki,2025-06-19,"9RX2+M7Q Akuatik Park, RT.04/RW.02, Paledang, Bogor Tengah, Bogor City, West Java 16122, Indonesia",casual,False,-6.6006184286,106.8007192388,1532,2048,yes,sp/inat-292398807-526182504-ibnu-fatieh-nurzakki.jpg,original
Cyrtosperma,292398807,https://www.inaturalist.org/observations/292398807,526182645,https://inaturalist-open-data.s3.amazonaws.com/photos/526182645/original.jpg,cc-by-nc,"(c) Ibnu Zaki, some rights reserved (CC BY-NC)",ibnu_fatieh_nurzakki,Ibnu Zaki,2025-06-19,"9RX2+M7Q Akuatik Park, RT.04/RW.02, Paledang, Bogor Tengah, Bogor City, West Java 16122, Indonesia",casual,False,-6.6006184286,106.8007192388,1532,2048,yes,sp/inat-292398807-526182645-ibnu-fatieh-nurzakki.jpg,original
Cyrtosperma,292398807,https://www.inaturalist.org/observations/292398807,526182797,https://inaturalist-open-data.s3.amazonaws.com/photos/526182797/original.jpg,cc-by-nc,"(c) Ibnu Zaki, some rights reserved (CC BY-NC)",ibnu_fatieh_nurzakki,Ibnu Zaki,2025-06-19,"9RX2+M7Q Akuatik Park, RT.04/RW.02, Paledang, Bogor Tengah, Bogor City, West Java 16122, Indonesia",casual,False,-6.6006184286,106.8007192388,1532,2048,yes,sp/inat-292398807-526182797-ibnu-fatieh-nurzakki.jpg,original
Cyrtosperma giganteum,293022569,https://www.inaturalist.org/observations/293022569,527379827,https://inaturalist-open-data.s3.amazonaws.com/photos/527379827/original.jpg,cc-by-nc,"(c) avamliu, some rights reserved (CC BY-NC)",avamliu,,2025-06-27,"Singapore Botanic Gardens, Singapore, SG, SG",casual,False,1.3149615191,103.8142602147,1536,2048,yes,giganteum/inat-293022569-527379827-avamliu.jpg,original
Cyrtosperma,295030641,https://www.inaturalist.org/observations/295030641,531090429,https://inaturalist-open-data.s3.amazonaws.com/photos/531090429/original.jpg,cc-by-nc,"(c) Alip Alawi, some rights reserved (CC BY-NC)",alipalawi,Alip Alawi,2025-07-05,"5GJR+4GG, Jatipancur, Kec. Greged, Kabupaten Cirebon, Jawa Barat 45172, Indonesia",casual,False,-6.8196924774,108.5413257033,1200,1600,yes,sp/inat-295030641-531090429-alipalawi.jpg,original
Cyrtosperma,295030641,https://www.inaturalist.org/observations/295030641,531090444,https://inaturalist-open-data.s3.amazonaws.com/photos/531090444/original.jpg,cc-by-nc,"(c) Alip Alawi, some rights reserved (CC BY-NC)",alipalawi,Alip Alawi,2025-07-05,"5GJR+4GG, Jatipancur, Kec. Greged, Kabupaten Cirebon, Jawa Barat 45172, Indonesia",casual,False,-6.8196924774,108.5413257033,1200,1600,yes,sp/inat-295030641-531090444-alipalawi.jpg,original
Cyrtosperma,295030641,https://www.inaturalist.org/observations/295030641,531090463,https://inaturalist-open-data.s3.amazonaws.com/photos/531090463/original.jpg,cc-by-nc,"(c) Alip Alawi, some rights reserved (CC BY-NC)",alipalawi,Alip Alawi,2025-07-05,"5GJR+4GG, Jatipancur, Kec. Greged, Kabupaten Cirebon, Jawa Barat 45172, Indonesia",casual,False,-6.8196924774,108.5413257033,966,1288,yes,sp/inat-295030641-531090463-alipalawi.jpg,original
Cyrtosperma,295045879,https://www.inaturalist.org/observations/295045879,531119923,https://inaturalist-open-data.s3.amazonaws.com/photos/531119923/original.jpg,cc-by-nc,"(c) desiplutfiah_1512, some rights reserved (CC BY-NC)",desiplutfiah_1512,,,"Istana Bogor, Paledang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat, Indonesia",casual,False,-6.597628929,106.799569577,1536,2048,yes,sp/inat-295045879-531119923-desiplutfiah-1512.jpg,original
Cyrtosperma macrotum,300005892,https://www.inaturalist.org/observations/300005892,541587877,https://static.inaturalist.org/photos/541587877/original.jpg,all rights reserved,"(c) dougnaturalist, all rights reserved",dougnaturalist,,2025-07-22,"Western Province, PG",needs_id,False,-6.0020497781,141.3308666635,1536,2048,yes,macrotum/inat-300005892-541587877-dougnaturalist.jpg,original
Cyrtosperma merkusii,303448880,https://www.inaturalist.org/observations/303448880,546936758,https://inaturalist-open-data.s3.amazonaws.com/photos/546936758/original.jpg,cc-by-nc-sa,"(c) Aiman Azmi, some rights reserved (CC BY-NC-SA)",aiman_azmi,Aiman Azmi,2025-08-03,"Selangor, MY",research,True,2.8050199383,101.6536388269,1536,2048,yes,merkusii/inat-303448880-546936758-aiman-azmi.jpg,original
Cyrtosperma merkusii,303448880,https://www.inaturalist.org/observations/303448880,546936843,https://inaturalist-open-data.s3.amazonaws.com/photos/546936843/original.jpg,cc-by-nc-sa,"(c) Aiman Azmi, some rights reserved (CC BY-NC-SA)",aiman_azmi,Aiman Azmi,2025-08-03,"Selangor, MY",research,True,2.8050199383,101.6536388269,1536,2048,yes,merkusii/inat-303448880-546936843-aiman-azmi.jpg,original
Cyrtosperma merkusii,303448880,https://www.inaturalist.org/observations/303448880,546936768,https://inaturalist-open-data.s3.amazonaws.com/photos/546936768/original.jpg,cc-by-nc-sa,"(c) Aiman Azmi, some rights reserved (CC BY-NC-SA)",aiman_azmi,Aiman Azmi,2025-08-03,"Selangor, MY",research,True,2.8050199383,101.6536388269,1536,2048,yes,merkusii/inat-303448880-546936768-aiman-azmi.jpg,original
Cyrtosperma merkusii,303448880,https://www.inaturalist.org/observations/303448880,546936763,https://inaturalist-open-data.s3.amazonaws.com/photos/546936763/original.jpg,cc-by-nc-sa,"(c) Aiman Azmi, some rights reserved (CC BY-NC-SA)",aiman_azmi,Aiman Azmi,2025-08-03,"Selangor, MY",research,True,2.8050199383,101.6536388269,1536,2048,yes,merkusii/inat-303448880-546936763-aiman-azmi.jpg,original
Cyrtosperma merkusii,303448880,https://www.inaturalist.org/observations/303448880,546936827,https://inaturalist-open-data.s3.amazonaws.com/photos/546936827/original.jpg,cc-by-nc-sa,"(c) Aiman Azmi, some rights reserved (CC BY-NC-SA)",aiman_azmi,Aiman Azmi,2025-08-03,"Selangor, MY",research,True,2.8050199383,101.6536388269,1536,2048,yes,merkusii/inat-303448880-546936827-aiman-azmi.jpg,original
Cyrtosperma johnstonii,307352557,https://www.inaturalist.org/observations/307352557,554368324,https://static.inaturalist.org/photos/554368324/original.jpg,all rights reserved,"(c) David Morales-Zambrano, all rights reserved",davidmor46,David Morales-Zambrano,2025-08-18,"Falcón, Maracaibo, Zulia, VE",needs_id,False,10.656425,-71.60927,1152,2048,yes,johnstonii/inat-307352557-554368324-davidmor46.jpg,original
Cyrtosperma,308838089,https://www.inaturalist.org/observations/308838089,557230127,https://inaturalist-open-data.s3.amazonaws.com/photos/557230127/original.jpg,cc-by-nc,"(c) yerbasanta, some rights reserved (CC BY-NC)",yerbasanta,yerbasanta,2025-08-13,"San Marino, CA 91108, USA",casual,False,34.1287791538,-118.11439991,1152,2048,yes,sp/inat-308838089-557230127-yerbasanta.jpg,original
Cyrtosperma,308838089,https://www.inaturalist.org/observations/308838089,557230180,https://inaturalist-open-data.s3.amazonaws.com/photos/557230180/original.jpg,cc-by-nc,"(c) yerbasanta, some rights reserved (CC BY-NC)",yerbasanta,yerbasanta,2025-08-13,"San Marino, CA 91108, USA",casual,False,34.1287791538,-118.11439991,1152,2048,yes,sp/inat-308838089-557230180-yerbasanta.jpg,original
Cyrtosperma,308838089,https://www.inaturalist.org/observations/308838089,557230217,https://inaturalist-open-data.s3.amazonaws.com/photos/557230217/original.jpg,cc-by-nc,"(c) yerbasanta, some rights reserved (CC BY-NC)",yerbasanta,yerbasanta,2025-08-13,"San Marino, CA 91108, USA",casual,False,34.1287791538,-118.11439991,1152,2048,yes,sp/inat-308838089-557230217-yerbasanta.jpg,original
Cyrtosperma,308838089,https://www.inaturalist.org/observations/308838089,557230256,https://inaturalist-open-data.s3.amazonaws.com/photos/557230256/original.jpg,cc-by-nc,"(c) yerbasanta, some rights reserved (CC BY-NC)",yerbasanta,yerbasanta,2025-08-13,"San Marino, CA 91108, USA",casual,False,34.1287791538,-118.11439991,1152,2048,yes,sp/inat-308838089-557230256-yerbasanta.jpg,original
Cyrtosperma,308838089,https://www.inaturalist.org/observations/308838089,557253722,https://inaturalist-open-data.s3.amazonaws.com/photos/557253722/original.jpg,cc-by-nc,"(c) yerbasanta, some rights reserved (CC BY-NC)",yerbasanta,yerbasanta,2025-08-13,"San Marino, CA 91108, USA",casual,False,34.1287791538,-118.11439991,1152,2048,yes,sp/inat-308838089-557253722-yerbasanta.jpg,original
Cyrtosperma,311394059,https://www.inaturalist.org/observations/311394059,562125174,https://inaturalist-open-data.s3.amazonaws.com/photos/562125174/original.jpg,cc-by-nc,"(c) GEETHA KUMARI Boga, some rights reserved (CC BY-NC)",geetha_kumari,GEETHA KUMARI Boga,,,casual,False,,,1080,1920,yes,sp/inat-311394059-562125174-geetha-kumari.jpg,original
Cyrtosperma,311484194,https://www.inaturalist.org/observations/311484194,562291586,https://inaturalist-open-data.s3.amazonaws.com/photos/562291586/original.jpg,cc-by-nc,"(c) Hani Ristiawan, some rights reserved (CC BY-NC)",haniristiawan,Hani Ristiawan,2025-07-25,"Kota Sorong, ID-IB, ID",needs_id,False,-0.9181454857,131.3440057681,1536,2048,yes,sp/inat-311484194-562291586-haniristiawan.jpg,original
Cyrtosperma,311484194,https://www.inaturalist.org/observations/311484194,562291654,https://inaturalist-open-data.s3.amazonaws.com/photos/562291654/original.jpg,cc-by-nc,"(c) Hani Ristiawan, some rights reserved (CC BY-NC)",haniristiawan,Hani Ristiawan,2025-07-25,"Kota Sorong, ID-IB, ID",needs_id,False,-0.9181454857,131.3440057681,1536,2048,yes,sp/inat-311484194-562291654-haniristiawan.jpg,original
Cyrtosperma macrotum,311936998,https://www.inaturalist.org/observations/311936998,563147848,https://inaturalist-open-data.s3.amazonaws.com/photos/563147848/original.jpg,cc-by-nc,"(c) Hakim, some rights reserved (CC BY-NC)",abduelhakim,Hakim,2024-01-17,"3G46+FGR, Malalilis, Distrik Klayili, Kabupaten Sorong, Papua Bar., Indonesia",needs_id,False,-0.9437529132,131.5112775564,1080,1620,yes,macrotum/inat-311936998-563147848-abduelhakim.jpg,original
Cyrtosperma merkusii,312385105,https://www.inaturalist.org/observations/312385105,564000669,https://inaturalist-open-data.s3.amazonaws.com/photos/564000669/original.jpg,cc-by-nc,"(c) mercury9nine, some rights reserved (CC BY-NC)",mercury9nine,,2025-09-08,"Singapore, SG, SG",research,False,1.3417386835,103.829465523,1536,2048,yes,merkusii/inat-312385105-564000669-mercury9nine.jpg,original
Cyrtosperma merkusii,312385105,https://www.inaturalist.org/observations/312385105,564000668,https://inaturalist-open-data.s3.amazonaws.com/photos/564000668/original.jpg,cc-by-nc,"(c) mercury9nine, some rights reserved (CC BY-NC)",mercury9nine,,2025-09-08,"Singapore, SG, SG",research,False,1.3417386835,103.829465523,1536,2048,yes,merkusii/inat-312385105-564000668-mercury9nine.jpg,original
Cyrtosperma merkusii,312385105,https://www.inaturalist.org/observations/312385105,564000670,https://inaturalist-open-data.s3.amazonaws.com/photos/564000670/original.jpg,cc-by-nc,"(c) mercury9nine, some rights reserved (CC BY-NC)",mercury9nine,,2025-09-08,"Singapore, SG, SG",research,False,1.3417386835,103.829465523,1536,2048,yes,merkusii/inat-312385105-564000670-mercury9nine.jpg,original
Cyrtosperma merkusii,312385105,https://www.inaturalist.org/observations/312385105,564000667,https://inaturalist-open-data.s3.amazonaws.com/photos/564000667/original.jpg,cc-by-nc,"(c) mercury9nine, some rights reserved (CC BY-NC)",mercury9nine,,2025-09-08,"Singapore, SG, SG",research,False,1.3417386835,103.829465523,1536,2048,yes,merkusii/inat-312385105-564000667-mercury9nine.jpg,original
Cyrtosperma,313746158,https://www.inaturalist.org/observations/313746158,566612595,https://inaturalist-open-data.s3.amazonaws.com/photos/566612595/original.jpg,cc-by-nc,"(c) Ben Ackerley, some rights reserved (CC BY-NC)",benackerley,Ben Ackerley,2025-01-06,"Sorong Timur, Sorong, West Papua, ID",needs_id,False,-0.9184033333,131.3432616667,1667,2048,yes,sp/inat-313746158-566612595-benackerley.jpg,original
Cyrtosperma merkusii,315462630,https://www.inaturalist.org/observations/315462630,569879276,https://static.inaturalist.org/photos/569879276/original.jpg,all rights reserved,"(c) ., all rights reserved",user157,.,2025-09-21,,needs_id,True,,,1152,2048,yes,merkusii/inat-315462630-569879276-user157.jpg,original
Cyrtosperma merkusii,315462630,https://www.inaturalist.org/observations/315462630,569879318,https://static.inaturalist.org/photos/569879318/original.jpg,all rights reserved,"(c) ., all rights reserved",user157,.,2025-09-21,,needs_id,True,,,1152,2048,yes,merkusii/inat-315462630-569879318-user157.jpg,original
